compound_name,retention_time,smiles,split_index
"(1'S,2'S,3S,3'S,7'R,8'R,9'S,13'R)-8'-(acetyloxy)-2,2,2',9',13'-pentamethyl-6',16'-dimethylidene-6,11',15'-trioxo-10',14',17'-trioxaspiro[oxane-3,5'-pentacyclo[7.6.1.1?,¹².0¹,¹².0²,?]heptadecane]-3'-yl (2E)-2-methylbut-2-enoate",5.869,C/C=C(\C)/C(=O)O[C@H]1C[C@@]2(CCC(=O)OC2(C)C)C(=C)[C@@]34[C@]1([C@@]56C(=C)[C@@]([C@H]3OC(=O)C)(OC(=O)C5(O4)[C@H](OC6=O)C)C)C,3
karakin,3.142,C(C[N+](=O)[O-])C(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC(=O)CC[N+](=O)[O-])OC(=O)CC[N+](=O)[O-])O)O,3
"(2S,3R,4S,5R)-2-{[2-hydroxy-22-(2-hydroxypropan-2-yl)-3,8,8,17,19-pentamethyl-23,24-dioxaheptacyclo[19.2.1.0ï¿½,ï¿½?.0ï¿½,ï¿½?.0?,ï¿½?.0?,ï¿½ï¿½.0ï¿½ï¿½,ï¿½?]tetracos-4-en-9-yl]oxy}oxane-3,4,5-triol",5.516,CC1CC2C(OC3(C1C4(CCC56CC57CCC(C(C7CC=C6C4(C3O)C)(C)C)O[C@H]8[C@@H]([C@H]([C@@H](CO8)O)O)O)C)O2)C(C)(C)O,3
"(2S,3R,4aS,12bR)-2,3,4a,8-tetrahydroxy-12b-(5-hydroxy-6-methyloxan-2-yl)oxy-3-methyl-2,4-dihydrobenzo[a]anthracene-1,7,12-trione",2.549,CC1C(CCC(O1)O[C@@]23C(=O)[C@H]([C@](C[C@@]2(C=CC4=C3C(=O)C5=C(C4=O)C(=CC=C5)O)O)(C)O)O)O,3
"5,7-dihydroxy-2-(2,3,4-trihydroxyphenyl)chromen-4-one",3.179,C1=CC(=C(C(=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,3
(E)-Resveratroloside,2.198,C1=CC(=C(C=C1/C=C/C2=CC(=CC(=C2)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,3
ginnalin A,1.567,C1[C@@H]([C@H]([C@@H]([C@H](O1)COC(=O)C2=CC(=C(C(=C2)O)O)O)O)O)OC(=O)C3=CC(=C(C(=C3)O)O)O,3
"(3S,4S,6aR,6bS,8R,8aR,12aS,14bR)-8a-[(2S,3R,4S,5R,6R)-3,5-dihydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxan-2-yl]oxycarbonyl-8-hydroxy-4,6a,6b,11,11,14b-hexamethyl-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4-carboxylic acid",3.694,C[C@]12CC[C@@H]([C@@](C1CC[C@@]3(C2CC=C4[C@]3(C[C@H]([C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)O)O)C)C)(C)C(=O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O,3
"2,4-dihydroxy-6-methyl-3-[(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienyl]benzaldehyde",6.329,CC1=CC(=C(C(=C1C=O)O)C/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O,3
"(2S,3R,5S,9R)-2,3-dihydroxy-14-(hydroxymethyl)-5,9-dimethyl-14-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}tetracyclo[11.2.1.0¹,¹?.0?,?]hexadecane-5-carboxylic acid",2.1925,C[C@]12CCC[C@](C1[C@H]([C@H](C34C2CCC(C3)C(C4)(CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)(C)C(=O)O,3
"(2S,3R,5R,10R,13R,14S,17S)-2,3,14-trihydroxy-10,13-dimethyl-17-[(2R,3R,5R)-2,3,6-trihydroxy-5,6-dimethylheptan-2-yl]-2,3,4,5,9,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-6-one",2.431,C[C@H](C[C@H]([C@@](C)([C@H]1CC[C@@]2([C@@]1(CCC3C2=CC(=O)[C@H]4[C@@]3(C[C@@H]([C@@H](C4)O)O)C)C)O)O)O)C(C)(C)O,3
"4-(2,6-dihydroxy-6-methylheptan-2-yl)-3-hydroxybenzoic acid",2.534,CC(C)(CCCC(C)(C1=C(C=C(C=C1)C(=O)O)O)O)O,3
Gedunin,5.915,CC(=O)O[C@@H]1CC2[C@](C=CC(=O)C2(C)C)(C3[C@@]1([C@]45[C@H](O4)C(=O)O[C@H]([C@@]5(CC3)C)C6=COC=C6)C)C,3
"[(2R,3R,4S,5S,6R)-3-acetyloxy-2-(acetyloxymethyl)-5-hexanoyloxy-6-[(2S,3R)-2,3,4-trihydroxybutoxy]oxan-4-yl] 14-hydroxytetradecanoate",5.813,CCCCCC(=O)O[C@H]1[C@H]([C@@H]([C@H](O[C@H]1OC[C@@H]([C@@H](CO)O)O)COC(=O)C)OC(=O)C)OC(=O)CCCCCCCCCCCCCO,3
"5-[1,2,4a-trimethyl-5-(propanoyloxymethyl)-2,3,4,7,8,8a-hexahydronaphthalen-1-yl]-3-methylpentanoic acid",6.04,CCC(=O)OCC1=CCCC2C1(CCC(C2(C)CCC(C)CC(=O)O)C)C,3
Cratoxyarborenone E,6.189,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C3=CC(=C(C(=C3O2)CC=C(C)C)OC)O)C,3
Utilin,5.994,CCC(C)C(=O)O[C@@H]1C[C@]2([C@@H](OC(=O)CC23[C@]45[C@]1([C@@]6([C@H](C7(CC6([C@@]([C@H]4OC(=O)C)(C7OC(=O)C8(C(O8)C)C)O)O)C)CC(=O)OC)C)OC(O5)(O3)C)C9=COC=C9)C,3
"(2S,3S,4S,5R,6R)-6-{[(1R,2R,4S,5R,10S,13R,17S,22S,23R)-2,23-dihydroxy-4,5,9,9,13,20,20-heptamethyl-22-{[(2Z)-2-methylbut-2-enoyl]oxy}-24-oxahexacyclo[15.5.2.0¹,¹?.0?,¹?.0?,¹?.0?,¹³]tetracosan-10-yl]oxy}-4-{[(2S,3R,4S,5R,6R)-3-{[(2S,3R,4R,5R,6S)-3-{[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy}-4,5-dihydroxy-6-methyloxan-2-yl]oxy}-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3-hydroxy-5-{[(2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}oxane-2-carboxylic acid",5.3215,C/C=C(/C)\C(=O)O[C@H]1CC(CC2[C@@]13[C@@H](C[C@@]4([C@@]2(CCC5[C@]4(CCC6[C@@]5(CC[C@@H](C6(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O[C@H]8[C@@H]([C@H]([C@H]([C@H](O8)CO)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O[C@H]1[C@@H]([C@](CO1)(CO)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)C)C)O[C@H]3O)C)O)(C)C,3
"2',4'-Dihydroxy-4-Methoxychalcone",5.657,COC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)O)O,3
YOHIMBINE,5.294,COC(=O)[C@H]1[C@H](CC[C@@H]2[C@@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,3
Urushiol II,6.383,CCCCCC/C=C\CCCCCCCC1=C(C(=CC=C1)O)O,3
"5-amino-3-[(2E)-2-(3,5-dimethyl-2-oxocyclohexylidene)ethyl]-5-oxopentanoic acid",2.472,CC1CC(C(=O)/C(=C/CC(CC(=O)N)CC(=O)O)/C1)C,3
"6,3'-Dimethoxyflavone",5.577,COC1=CC2=C(C=C1)OC(=CC2=O)C3=CC(=CC=C3)OC,3
"4-[(E)-3-[(2R,3R,4S,5S,6R)-3-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybut-1-enyl]-3,5,5-trimethylcyclohex-2-en-1-one",2.334,CC1=CC(=O)CC(C1/C=C/C(C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O[C@H]3[C@@H]([C@](CO3)(CO)O)O)(C)C,3
"4,8-dihydroxy-7-(hydroxymethyl)-6-methoxy-3,4-dihydro-2H-naphthalen-1-one",1.546,COC1=C(C(=C2C(=O)CCC(C2=C1)O)O)CO,3
6-Hydroxysumatrol,5.746,CC(=C)C1CC2=C(O1)C=C(C3=C2OC4C(C3=O)C5=CC(=C(C=C5OC4O)OC)OC)O,3
"(Z)-5,8,11-trihydroxyoctadec-9-enoic acid",4.492,CCCCCCCC(/C=C\C(CCC(CCCC(=O)O)O)O)O,3
"(2R,3R,4S,5S,6R)-2-[(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",1.089,COC1=C(C=CC(=C1)/C=C/CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,3
"9-(4-hydroxy-3,5-dimethoxyphenyl)-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",2.532,COC1=CC(=CC(=C1O)OC)C2C3C(CC4=C(C5=C(C=C24)OCO5)OC6C(C(C(C(O6)CO)O)O)O)COC3=O,3
"(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",5.394,C/C=C(\C)/C(=O)O[C@H]1[C@@H]([C@@]2([C@@H](C[C@@]3(C(=CCC4[C@]3(CCC5[C@@]4(CC[C@@H]([C@]5(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O)O)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C)C)[C@@H]2CC1(C)C)C)O)COC(=O)C)O,3
Diosmin,2.831,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,3
"1-[8-hydroxy-3-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxynaphthalen-2-yl]ethanone",3.285,CC1=CC2=C(C(=CC=C2)O)C(=C1C(=O)C)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,3
"[(2S,3R,4S,5S)-3-[(2S,3R,4S,5S,6S)-4-[(2S,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-5-[(2S,3R,4S,5R)-3,5-dihydroxy-4-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3-hydroxy-6-methyloxan-2-yl]oxy-4,5-dihydroxyoxan-2-yl] (4aS,6aS,6bR,8R,9R,10S,11R,12aR,14bS)-8,11-dihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-10-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",4.284,C[C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H](CO[C@H]([C@@H]2O)O[C@H]3[C@@H](O[C@H]([C@@H]([C@@H]3O[C@H]4[C@@H]([C@](CO4)(CO)O)O)O)O[C@@H]5[C@H]([C@H](CO[C@H]5OC(=O)[C@@]67CC[C@@]8(C(=CCC9[C@]8(C[C@H](C1[C@@]9(C[C@H]([C@H]([C@@]1(C)CO)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)C)O)C)[C@@H]6CC(CC7)(C)C)C)O)O)C)O)O)O)O,3
9-methoxycarbonyldec-9-enoic acid,5.148,COC(=O)C(=C)CCCCCCCC(=O)O,3
monoolein,6.204,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O,3
"methyl 2-ethyl-4-[(3R,4R,5S)-5-hydroxy-4,5-dimethyl-2-oxooxolan-3-yl]-2-methyl-3-oxobutanoate",3.597,CCC(C)(C(=O)C[C@@H]1[C@H]([C@@](OC1=O)(C)O)C)C(=O)OC,3
ostruthin,5.916,CC(=CCC/C(=C/CC1=C(C=C2C(=C1)C=CC(=O)O2)O)/C)C,3
Deoxyadenosine,0.419,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,3
"(2Z)-4,6-dihydroxy-2-[(4-hydroxy-3,5-dimethoxyphenyl)methylidene]-1-benzofuran-3-one",3.493,COC1=CC(=CC(=C1O)OC)/C=C\2/C(=O)C3=C(C=C(C=C3O2)O)O,3
"5,7-dihydroxy-2-(4-hydroxyphenyl)-6-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-8-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]chromen-4-one",2.035,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)C2=C3C(=C(C(=C2O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)C(=O)C=C(O3)C5=CC=C(C=C5)O)O)O)O,3
"6-[3-[(3,4-dimethoxyphenyl)methyl]-4-methoxy-2-(methoxymethyl)butyl]-4-methoxy-1,3-benzodioxole",5.838,COCC(CC1=CC(=C(C=C1)OC)OC)C(CC2=CC3=C(C(=C2)OC)OCO3)COC,3
"[5-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]-2-hydroxyphenyl] 4-hydroxybenzoate",5.657,CC(CC1=CC(=C(C=C1)O)O)C(C)CC2=CC(=C(C=C2)O)OC(=O)C3=CC=C(C=C3)O,3
[5-hydroxy-3-(hydroxymethyl)-2-oxo-6-propan-2-ylcyclohex-3-en-1-yl] 3-methylpentanoate,5.289,CCC(C)CC(=O)OC1C(C(C=C(C1=O)CO)O)C(C)C,3
2-[(2-aminobenzoyl)amino]propanoic acid,0.925,CC(C(=O)O)NC(=O)C1=CC=CC=C1N,3
8-(2-hydroxy-1-methoxy-3-methylbut-3-enyl)-7-methoxychromen-2-one,2.949,CC(=C)C(C(C1=C(C=CC2=C1OC(=O)C=C2)OC)OC)O,3
"3,15-dibenzyl-1,4,12-trimethyl-1,4,7,10,13-pentazacyclopentadecane-2,5,8,11,14-pentone",5.058,CC1C(=O)NCC(=O)NCC(=O)N(C(C(=O)N(C(C(=O)N1)CC2=CC=CC=C2)C)CC3=CC=CC=C3)C,3
"(2R,3R,4S,5S,6R)-2-[3-hydroxy-2-(4-hydroxy-3-methoxyphenyl)propoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",0.395,COC1=C(C=CC(=C1)C(CO)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,3
alizarin,4.66,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3)O)O,3
cirsimarin,3.565,COC1=C(C(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)OC,3
7-Oxocholesterol,6.393,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C(=O)C=C4[C@@]3(CC[C@@H](C4)O)C)C,3
"[17-acetyl-8,14,17-trihydroxy-3-[5-[5-[3-hydroxy-4-methoxy-6-methyl-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,5,6,7,9,11,12,15,16-dodecahydrocyclopenta[a]phenanthren-12-yl] benzoate",5.5175,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4(C3CC(C5(C4(CCC5(C(=O)C)O)O)C)OC(=O)C6=CC=CC=C6)O)C)OC)OC7CC(C(C(O7)C)OC8C(C(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC)O)OC,3
"1,3,6-trihydroxy-2-(3-methylbut-2-enyl)xanthen-9-one",5.595,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)C=CC(=C3)O)O)C,3
"(1R,2R,4S,7S,8R,9R,10S,11R,12S,13S,14R,17R,18R,19R)-8-(acetyloxy)-10,19-dihydroxy-1,9,18-trimethyl-15-oxo-16,20-dioxahexacyclo[15.3.2.0²,¹³.0?,¹².0?,¹¹.0¹?,¹?]docos-5-ene-5-carboxylic acid",3.7750000000000004,C[C@@H]1[C@H]([C@H]2[C@@H]([C@H]1OC(=O)C)C=C([C@@H]3[C@@H]2[C@H]4[C@@H](C3)[C@]5(CC[C@@H]6[C@H]([C@]([C@@H]4C(=O)O6)(O5)O)C)C)C(=O)O)O,3
"3-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-6-[[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxy-5-hydroxy-2-(4-hydroxyphenyl)-6-methoxy-7-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",1.314,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=C(C(=C4C3=O)O)OC)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)O)O)O)C6=CC=C(C=C6)O)O[C@H]7[C@@H]([C@@H]([C@H]([C@@H](O7)C)O)O)O)O)O)O)O)O,3
"[(2S,3R,4S,5S,6R)-3-[(2S,3R,4S,5R,6S)-5-[(2S,3R,4S,5R)-3,5-dihydroxy-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxy-6-methyloxan-2-yl]oxy-4,5-dihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl] (4aR,5R,6aS,6bR,10S,12aR,14bS)-10-[(2R,3R,4S,5S,6R)-6-[[(2S,3R,4S,5S)-4,5-dihydroxy-3-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-5-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",3.734,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC(=O)[C@]34CCC(C[C@H]3C5=CCC6[C@]7(CC[C@@H](C(C7CC[C@]6([C@@]5(C[C@H]4O)C)C)(C)C)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO[C@H]9[C@@H]([C@H]([C@H](CO9)O)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)C)(C)C)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O[C@H]1[C@@H]([C@H]([C@@H](CO1)O)O)O)O)O)O)O)O)O)O)O,3
5-(hydroxymethyl)-3-(1-hydroxy-4-methylpentyl)oxolan-2-one,2.247,CC(C)CCC(C1CC(OC1=O)CO)O,3
"(2S,3S)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)-2,3-dihydrochromen-4-one",5.482,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)[C@H]([C@@H](O2)C3=CC=C(C=C3)O)O)C,3
"(4S,5Z,6S)-4-(2-methoxy-2-oxoethyl)-5-[2-[(E)-3-phenylprop-2-enoyl]oxyethylidene]-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4H-pyran-3-carboxylic acid",6.0,C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2O,3
Merogedunin,5.098,CC1=C2C(C(=O)OC3[C@@]2(C(CC1)[C@]4(C=CC(=O)C(C4C3)(C)C)C)C)O,3
Curcumin,5.694,COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,3
"7,4'-Dihydroxyflavone",3.275,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C=C(C=C3)O)O,3
Anthothecol,5.925,CC(=O)O[C@@H]1C[C@]2([C@@H](C[C@@H]3[C@]2(O3)[C@]4([C@H]1[C@]5(C=CC(=O)C(C5=C(C4=O)O)(C)C)C)C)C6=COC=C6)C,3
Lanatoside C,4.247,CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,3
Curcumenol,5.919,CC1CCC2C13CC(=C(C)C)C(O3)(C=C2C)O,3
Luvangetin,5.172,CC1(C=CC2=C(O1)C(=C3C(=C2)C=CC(=O)O3)OC)C,3
Hederagenin,5.767,C[C@]12CC[C@@H]([C@@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)CO)O,3
"(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(2E)-3,7-dimethylocta-2,6-dienoxy]oxane-3,4,5-triol",3.352,CC(=CCC/C(=C/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@](CO2)(CO)O)O)O)O)O)/C)C,3
Asiatic Acid,5.463,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O,3
dihydrocapsaicin,5.648,CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,3
"(2E,4E)-12-[(10E,12E)-13-carboxy-3-[(2E,4E)-13-carboxy-12,14-dihydroxy-3,5,7-trimethyltetradeca-2,4-dienoyl]oxy-2-(hydroxymethyl)-8,10,12-trimethyltrideca-10,12-dienoyl]oxy-13-(hydroxymethyl)-3,5,7-trimethyltetradeca-2,4-dienedioic acid",5.794,CC(CCCCC(C(CO)C(=O)O)O)C/C(=C/C(=C/C(=O)OC(CCCCC(C)C/C(=C/C(=C/C(=O)O)/C)/C)C(CO)C(=O)OC(CCCCC(C)C/C(=C/C(=C/C(=O)O)/C)/C)C(CO)C(=O)O)/C)/C,3
"methyl 2-(2,6-dihydroxy-4-methylbenzoyl)-3-hydroxy-5-methoxybenzoate",4.288,CC1=CC(=C(C(=C1)O)C(=O)C2=C(C=C(C=C2O)OC)C(=O)OC)O,3
"(3,4,5-trihydroxyoxan-2-yl) (4aS,6aS,6bR,10S,12aR,14bS)-10-[(2R,3R,4R,5S,6R)-3-acetamido-6-[[4-[4-[3,5-dihydroxy-6-methyl-4-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-3,5-dihydroxyoxan-2-yl]oxy-3,5-dihydroxy-6-methyloxan-2-yl]oxymethyl]-4,5-dihydroxyoxan-2-yl]oxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",4.794,CC1C(C(C(C(O1)OC2C(C(OC(C2O)OC3C(COC(C3O)OC4C(C(OC(C4O)OC[C@@H]5[C@H]([C@@H]([C@H]([C@@H](O5)O[C@H]6CC[C@]7(C(C6(C)C)CC[C@@]8(C7CC=C9[C@]8(CC[C@@]1([C@H]9CC(CC1)(C)C)C(=O)OC1C(C(C(CO1)O)O)O)C)C)C)NC(=O)C)O)O)C)O)O)C)O)O)O)O,3
"5-hydroxy-3-(4-methoxyphenyl)-7-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxychromen-4-one",3.53,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC=C(C4=O)C5=CC=C(C=C5)OC)O)O)O)O)O)O)O,3
"(1S,3R,4S,5R)-3,5-bis({[(2E)-3-(3,4-dihydroxyphenyl)prop-2-enoyl]oxy})-1,4-dihydroxycyclohexane-1-carboxylic acid",2.5149999999999997,C1[C@H]([C@@H]([C@@H](C[C@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O,3
2-hydroxyacetanilide,0.95,CC(=O)NC1=CC=CC=C1O,3
"(3S,4R,8R,9E)-10-methyl-5-methylidene-6,14-dioxo-7,13-dioxatricyclo[10.2.1.0?,?]pentadeca-1(15),9-dien-3-yl 2-methylprop-2-enoate",5.15,C/C/1=C\[C@@H]2[C@@H]([C@H](CC3=CC(C1)OC3=O)OC(=O)C(=C)C)C(=C)C(=O)O2,3
"5-(3,4-dihydroxyphenyl)-6,7-dimethyl-5,6,7,8-tetrahydronaphthalene-2,3-diol",4.573,CC1CC2=CC(=C(C=C2C(C1C)C3=CC(=C(C=C3)O)O)O)O,3
"[(2S,3R,4R,5S,6S)-2-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxochromen-3-yl]oxy-3,5-dihydroxy-6-methyloxan-4-yl] 3,4,5-trihydroxybenzoate",3.435,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O,3
